POSSIBILITY,TUITION FEES BUDGET,OVERALL BUDGET,STATE,COLLEGE,UNIVESITY NAME,TYPE,YEAR,SEATS,OVERVIEW,WEBSITE,TUITION FEE,"HOSTEL CHARGES
P.A.",ANNUAL,ONE TIME,TUITION PACKAGE,GRAND TOTAL,TYPE,QUOTA,"OPENING RANK
2023","CLOSING RANK
2023",OPENING SCORE,CLOSING SCORE
NOT POSSIBLE,UNDER BUDGET,UNDER BUDGET,KERELA,"DMM : DR MOOPENS MEDICAL COLLEGE, MEPPADI, WAYANAD.","Kerala University of Health Sciences, Thrissur, Kerala",Trust,2013,150,"- Dr. Moopen’s Medical College Hospital, formerly known as DMWIMS, was established by DM Education and Research Foundation to address healthcare needs in Wayanad.
- It's the first Medical College in Kerala situated in a backward, hilly, and tribal district, and one of the few in the country established in a rural area to receive NABH accreditation.
- Aster DM Healthcare, led by Dr. Azad Moopen, provides employment to over 27,200 individuals, including doctors and nurses.
- Dr. Moopen, a dedicated philanthropist, channels his efforts through initiatives like the Aster DM Foundation and Dr. Moopen Family Foundation, focusing on healthcare, education, and social empowerment.",https://www.drmoopensmc.ac.in/,"₹ 7,77,179.48","₹ 1,20,000.00","₹ 1,00,000.00",,"₹ 34,97,307.66","₹ 44,87,307.66",PRIVATE,SM,63153,105544,503,551
NOT POSSIBLE,UNDER BUDGET,UNDER BUDGET,KERELA,"JMC : JUBILEE MISSION MEDICAL COLLEGE, THRISUR.","Kerala University of Health Sciences, Thrissur, Kerala",Trust,2002,100,"- Established in 1952, Jubilee Mission Hospital is a Christian Minority Institution known for its commitment to quality healthcare.
- H.G. Mar Andrews Thazhath, Archbishop of Thrissur, serves as the Patron and Chairman of the Jubilee Mission Medical College and Research Institute.
- Affiliated initially with the University of Calicut and later with the Kerala University of Health Sciences, the college is situated in the heart of Thrissur city.
",https://www.jmmcri.org/,"₹ 7,68,880.49","₹ 1,20,000.00","₹ 1,00,000.00",,"₹ 34,59,962.21","₹ 44,49,962.21",PRIVATE,SM,20009,23923,609,616
NOT POSSIBLE,EXCEEDS BUDGET,UNDER BUDGET,KARNATAKA,"KASTURBA MEDICAL COLLEGE, MANIPAL UNIV., MANGALORE,LIGHT HOUSE HILL ROAD, MANGALORE, INDIA, KARNATAKA, 575001","Manipal Academy of Higher Education (Deemed University), Manipal",Trust,1955,250,"Kasturba Medical College Mangalore was established in the year of 1955 with start of used the medical facilities of the Government Wenlock Hospital and Government Lady Goschen Hospital.
In 1977 onwards Kasturba Medical College running independently and later KMC Hospital Attavar was established in 1992.
KMC was affiliated with Manipal Academy of Higher Education (Deemed University), with annual intake of 250 seats for MBBS course.
KMC Mangalore ranks is one of among the top 25 medical colleges in the country and Students from 45 countries have graduated from KMC and the degrees have been recognized worldwide.",https://www.manipal.edu/kmc-mangalore.html,"₹ 10,99,000.00","₹ 1,61,000.00",-,,"₹ 49,45,500.00","₹ 56,70,000.00",Deemed/ Paid Seats Quota,OPEN,15198,72304,627,540
NOT POSSIBLE,EXCEEDS BUDGET,UNDER BUDGET,KARNATAKA,"SRI BASAVESHWARA MEDICAL COLLEGE AND HOSPITAL,NH-4, S.J.M.I.T CAMPUS,CHITRADURGA","Rajiv Gandhi University of Health Sciences, Karnataka",Trust,1999,150,"Sri Basaveshwara Medical College is a charity of Sri Jagadguru Murugharajendra Brihanmath, which is well known for its social, economic and educational activities, not only in the state of Karnataka, but also in other parts of India.
SJM Vidyapeetha started the Basaveshwara College of Medicine in Chitradurga district, in order to reach medical education up to the one in particular and the development of this region in general in 2001-02.",https://www.bmch.edu.in/,"₹ 10,92,852.00","₹ 1,20,000.00","₹ 15,000.00",,"₹ 49,17,834.00","₹ 55,25,334.00",PRIVATE,OPN,38515,76210,535,585
NOT POSSIBLE,EXCEEDS BUDGET,UNDER BUDGET,KARNATAKA,"NAVODAYA MEDICAL COLLEGE,PB NO.26, NAVODAYA NAGAR,MANTRALYAM ROAD,RAICHUR","Rajiv Gandhi University of Health Sciences, Karnataka",Trust,2002,200,"Established by S. R. Reddy in 2001, NMC was the first private sector medical college in Raichur. The college started with only the Navodaya Hospital & diagnostic centre in 1996 and later in 2001 with the setting up of Navodaya Medical College (NMC), it became a full-fledged independent Medical college in Raichur.",https://medical.navodaya.edu.in/,"₹ 10,92,852.00","₹ 1,11,000.00","₹ 15,000.00",,"₹ 49,17,834.00","₹ 54,84,834.00",PRIVATE,OPN,45050,81779,529,575
POSSIBLE,EXCEEDS BUDGET,EXCEEDS BUDGET,ANDHRA PRADESH,"GREAT EASTERN MEDICAL SCHOOL AND HOSPITAL , SRIKAKULAM",Dr. YSR University of Health Sciences,Trust,2010,150,#NAME?,https://gems.edu.in/,"₹ 13,20,000.00","₹ 1,10,000.00","₹ 1,50,000.00",,"₹ 59,40,000.00","₹ 64,35,000.00",PRIVATE,CAT B2,128868,294172,361,480
NOT POSSIBLE,UNDER BUDGET,UNDER BUDGET,KERELA,"KCM : KMCT MEDICAL COLLEGE, MUKKOM, KOZIKKODE.",Calicut University,Trust,2008,150,"- KMCT Medical College was established in 2008 with 100 MBBS seats.
- It is affiliated with Kerala University of Health Sciences.
- The college is attached to KMCT Medical College Hospital, a 720-bed multispecialty hospital.
- The hospital includes departments of Cardiology, Neurology, and Nephrology.
- The college has an active Alumni Association providing improvement suggestions.
=",https://www.kmctmedicalcollege.org/,"₹ 7,05,805.22","₹ 1,20,000.00","₹ 1,00,000.00",,"₹ 31,76,123.49","₹ 41,66,123.49",PRIVATE,SM,46099,61835,553,574
POSSIBLE,EXCEEDS BUDGET,EXCEEDS BUDGET,ANDHRA PRADESH,"SANTHIRAM MEDICAL COLLEGE, NANDYAL",Dr. YSR University of Health Sciences,Trust,2005,150,"- Santhiram Medical College was established under Shafa Educational Association with the aim of “Education for Service”.
                                                                                                                                                                                               - The library at Viswabharathi Medical College boasts a comprehensive collection of 10,245 medical text and reference books, providing students and faculty access to a vast knowledge bank.
- Additionally, the library features a digital section equipped with 48 computers, facilitating access to educational resources. 
- The digital library includes 500 CD ROMs covering various medical subjects, further enhancing the learning experience for students and faculty members.",https://santhirammedicalcollege.com/,"₹ 13,20,000.00","₹ 1,10,000.00","₹ 1,73,000.00",,"₹ 59,40,000.00","₹ 64,35,000.00",PRIVATE,CAT B2,108318,317868,348,500
POSSIBLE,EXCEEDS BUDGET,UNDER BUDGET,JHARKHAND,"LAXMI CHANDRAVANSI MEDICAL COLLEGE &
HOSPITAL,BISHRAMPUR, PALAMU","Ramchandra Chandravansi University, Bishrampur, Palamu",Trust,2021,100,"Since its founding in 2006, the Chandravansi group of institutions managed by the Ramchandra Chandravansi Welfare Trust (RCWT) has experienced an inspiring journey.
Popular abbreviation for Laxmi Chandravansi Medical College & Hospital is LCMCH Palamu.
The LCMCH Bishrampur, Palamu is situated in a 20-acre area where the building process is complete.
330 fully functional beds are available in a hospital with all services and cutting-edge technology at the Laxmi Chandravansi Medical College and Hospital.
A multi-specialty hospital, LCMCH Hospital Palamu sees more than 700 outpatients each day.",https://lcmch.in/,"₹ 10,25,000.00","₹ 2,00,000.00","₹ 2,53,000.00",,"₹ 46,12,500.00","₹ 55,12,500.00",PRIVATE,MQ-UR,135413,968973,145,474
NOT POSSIBLE,EXCEEDS BUDGET,UNDER BUDGET,KARNATAKA,"SIDDAGANGA MEDICAL COLLEGE AND RESEARCH INSTITUTE,TUMAKURU","Rajiv Gandhi University of Health Sciences, Karnataka",Private,,150,"In 2022 Siddaganga medical college and research institute(SMCRI) was established by Sree Siddaganga Math by His Holiness Sree Siddalinga Swamiji, the present President of Sree Siddaganga Math.
Although this Math is running all types of educational institutions, the devotees, public, alumni and well-wishers strongly felt that there is a need of medical services in the list of services being offered by Sree Siddaganga Math.
So this Medical College and research institute is initiated not only with service of Medical needs but also for medical Education Service.",https://smcri.edu.in/,"₹ 10,92,852.00","₹ 1,20,000.00","₹ 15,000.00",,"₹ 49,17,834.00","₹ 55,25,334.00",PRIVATE,OPN,43066,90751,519,578
NOT POSSIBLE,EXCEEDS BUDGET,UNDER BUDGET,KARNATAKA,"THE OXFORD MEDICAL COLLEGE HOSPITAL AND RESEARCH CENTER,YADAVANAHALLI, ATTIBELE HOBLI,ANEKAL TALUK,BANGALORE","Rajiv Gandhi University of Health Sciences, Karnataka",Society,2014,150,"The Oxford Medical College Hospital and Research Center (OMCHRC) is a private medical institution located in Yadavanahalli, Bangalore, India. It was established in 2012 and offers various medical programs including MBBS, MD, MS, and B.Sc. courses. OMCHRC is affiliated with Rajiv Gandhi University of Health Sciences . The college is known for its well-equipped hospital with separate teaching and academic blocks spread over a 35-acre campus.",http://theoxfordmedical.org/,"₹ 10,92,852.00","₹ 1,40,000.00","₹ 15,000.00",,"₹ 49,17,834.00","₹ 56,15,334.00",PRIVATE,OPN,19738,95601,514,617
POSSIBLE,EXCEEDS BUDGET,EXCEEDS BUDGET,ANDHRA PRADESH,"ALLURI SEETHARAMA RAJU ACADEMY OF MEDICAL SCIENCES, ELURU",Dr. YSR University of Health Sciences,Trust,2000,250,"- The campus features five digital lecture halls with modern aids like projectors and smartboards.
- Additionally, it includes 50 modern demonstration rooms and a mini auditorium with a 500-seat capacity.
- The centrally air-conditioned library houses over 26,200 books and medical journals.
- ASRAM's Medical Education Unit is recognized as a Regional Center for Medical Education Technologies.
- A well-developed skills lab offers practical training to medical, paramedical, and nursing students.
- The 100-acre campus features sports facilities promoting the all-round development of students.",https://www.asram.in/,"₹ 13,20,000.00","₹ 1,20,000.00","₹ 1,63,000.00",,"₹ 59,40,000.00","₹ 64,80,000.00",PRIVATE,CAT B2,76497,253247,385,535
NOT POSSIBLE,EXCEEDS BUDGET,UNDER BUDGET,KARNATAKA,"SUBBAIAH INSTITUTE OF MEDICAL SCIENCE,NH-13, PURLE,H.H ROAD,SHIMOGA","Rajiv Gandhi University of Health Sciences, Karnataka",Trust,2012,200,"Subbaiah Institute of Medical Sciences is a Tadikela Subbaiah Trust unit, formed in 2003 by Sri.T.Subbaramaiah, a well-informed, insightful farmer, is eager to take up education and research in areas that will remain smooth in their sweeping and swaying.
Known for higher education and uncontrolled learning facilities, students from all over India and from overseeing the College offer courses leading to Medicine, Nursing and Dental Care.",https://www.smcshimoga.com/,"₹ 10,92,852.00","₹ 1,50,000.00","₹ 15,000.00",,"₹ 49,17,834.00","₹ 56,60,334.00",PRIVATE,OPN,54683,90156,520,562
NOT POSSIBLE,EXCEEDS BUDGET,UNDER BUDGET,KARNATAKA,"AL-AMEEN MEDICAL COLLEGE,ADMINISTRATIVE BLOCK,ATHANI ROAD,VIJAYAPUR","Rajiv Gandhi University of Health Sciences, Karnataka",Trust,1984,150,"Al-Ameen Medical College Bijapur was started in the year 1984, with the tireless efforts of Dr.Mumtaz Ahmed Khan, the Founder of Al-Ameen Movements.
The Medical College spread over total of two hundred acres of land on western hills of historical city of Bijapur and the campus spread over 200 Acres.",http://alameenmedical.org/medicalcollege.htm,"₹ 10,92,852.00","₹ 1,50,000.00","₹ 15,000.00",,"₹ 49,17,834.00","₹ 56,60,334.00",PRIVATE,OPN,32596,92512,517,594
NOT POSSIBLE,EXCEEDS BUDGET,UNDER BUDGET,KARNATAKA,"VYDEHI INSTITUTE OF MEDICAL SCIENCE AND RESEARCH CENTRE,NO. 82,EPIP AREA, NALLURAHALLI,MAHADEVPURA, WHITE FIELD ROAD,BANGALORE","Rajiv Gandhi University of Health Sciences, Karnataka",Trust,2002,250,"The Vydehi Institute of Medical Sciences (VIMS) offers undergraduate (250 MBBS seats) and postgraduate (56 seats) degrees. Admissions are based on NEET scores. Recognized by the Medical Council of India and affiliated with Rajiv Gandhi University of Health Sciences, VIMS is listed in the WHO directory for global recognition. It collaborates with the University of Georgia and the University of California for research and academic exchanges. VIMS is actively involved in medical research and has established super-specialty departments, enhancing its academic and clinical scope. Its Biotech Institute and Biotech Park have a cooperative agreement with the University of Georgia for research initiatives.",https://vims.ac.in/,"₹ 10,92,852.00","₹ 1,50,000.00","₹ 15,000.00",,"₹ 49,17,834.00","₹ 56,60,334.00",PRIVATE,OPN,17373,92865,517,622
NOT POSSIBLE,EXCEEDS BUDGET,UNDER BUDGET,KARNATAKA,"SHRIDEVI INSTITUTE OF MEDICAL SCIENCES AND RESEARCH HOSPITAL,SIRA ROAD,TUMKUR","Rajiv Gandhi University of Health Sciences, Karnataka",Trust,2013,150,"The medical college was Started in the year of 2013 is administered under their Sri Shridevi Charitable Trust.
It was founded in the year 1992 and established many other education institutions across all the field such as Engineering , Nursing, MBA, Paramedical Courses and other degree colleges as well as schools.
The person behind this huge creation was Dr.M.R.Hulinaykar.",https://shridevimedical.org/,"₹ 10,92,852.00","₹ 1,50,000.00","₹ 15,000.00",,"₹ 49,17,834.00","₹ 56,60,334.00",PRIVATE,OPN,40331,93052,516,582
NOT POSSIBLE,EXCEEDS BUDGET,UNDER BUDGET,KARNATAKA,"A.J.INSTITUTE OF MEDICAL SCIENCES,NH - 66, KUNTIKANA,MANGALORE","Rajiv Gandhi University of Health Sciences, Karnataka",Trust,2002,150,"AJ Medical College is a premier educational organization is a brainchild of educationist & philanthropist Mr.A.J.Shetty.
AJIMS is aimed to give a global perspective of medical education to achieve the national objective of “Health for All”.
Its lasting efforts have put Mangalore on the global map of medical education.",https://ajims.edu.in/,"₹ 10,92,852.00","₹ 1,50,000.00","₹ 15,000.00",,"₹ 49,17,834.00","₹ 56,60,334.00",PRIVATE,OPN,31698,94328,469,595
NOT POSSIBLE,EXCEEDS BUDGET,EXCEEDS BUDGET,WEST BENGAL,"KPC MEDICAL COLLEGE AND HOSPITAL, JADAVPUR","West Bengal University of Health Sciences,Kolkata",Trust,2008,150,"KPC Medical College and Hospital is a private medical college situated in Jadavpur, Kolkata, West Bengal. It is affiliated to the West Bengal University of Health Sciences. It is the first private medical college in West Bengal KPC Medical College and Hospital was the first private-public-partnership (PPP) model medical college of West Bengal. It was founded by Dr. Kali Pradip Chaudhuri, in the premises of Dr. K. S. Ray TB Hospital., founded by Dr. K. P. Chaudhuri himself. Admission to this college is by the National Eligibility cum Entrance Test – UG (NEET-UG) for 50 government quota seats and 77 odd management quota seats, all through central counselling. There is provision for NRI admissions as well for 23 odd seats, with the total strength adding up to 150. The college is affiliated to West Bengal University of Health Sciences of the Government of West Bengal and recognised by National Medical Commission.",https://kpcmedicalcollege.in/,"₹ 16,00,000.00","₹ 54,000.00","₹ 65,000.00",,"₹ 72,00,000.00","₹ 77,35,500.00",PRIVATE,MQ-UR,30993,94500,596,515
NOT POSSIBLE,EXCEEDS BUDGET,UNDER BUDGET,KARNATAKA,"AKASH INSTITUTE OF MEDICAL SCIENCES AND RESEARCH CENTRE,DEVANAHALLI,NEAR BANGALORE INTERNATIONAL,BANGALORE","Rajiv Gandhi University of Health Sciences, Karnataka",Trust,2016,150,"An international level institute with a bustling and attractive campus in Bangalore, one of India's fastest developing cities, providing over 20 undergraduate and postgraduate programmes. The campus is conveniently located near Bangalore International Airport, with the most advanced infrastructure facilities in a state-of-the-art 36-acre campus that allows for seamless interactive learning and industry interface for holistic development and a memorable campus experience, as well as easy access to all commercial hubs of Bangalore city.",https://www.akashinstitutions.com/colleges/akash-institute-of-medical-science-research-centre-aims-rc,"₹ 10,92,852.00","₹ 1,50,000.00","₹ 15,000.00",,"₹ 49,17,834.00","₹ 56,60,334.00",PRIVATE,OPN,31525,94507,515,596
